date,species,trap,addressnumberandstreet,latitude,longitude,nummosquitos,wnvpresent
2007-08-17,S,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,50,0
2007-08-17,S,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,50,0
2007-08-17,RIUS,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,1,0
2007-08-17,ANS,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,16,0
2007-08-17,S/RESTUANS,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,47,0
2007-08-17,S/RESTUANS,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,23,0
2007-08-17,S,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,30,0
2007-08-17,S,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,30,1
2007-08-17,ANS,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,23,0
2007-08-17,S,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,50,0
2007-08-17,S/RESTUANS,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,50,1
2007-08-17,S/RESTUANS,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,39,0
2007-08-17,S/RESTUANS,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,39,0
2007-08-17,S/RESTUANS,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,49,0
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,31,0
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,50,0
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,48,1
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,50,1
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,50,1
2007-08-17,S,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,50,0
2007-08-17,RIUS,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,3,0
2007-08-21,S/RESTUANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,23,1
2007-08-21,S,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,46,0
2007-08-21,ANS,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,0
2007-08-21,S/RESTUANS,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,5,1
2007-08-21,S,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,16,0
2007-08-21,S/RESTUANS,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,28,1
2007-08-21,S,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,17,1
2007-08-21,S/RESTUANS,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,1,0
2007-08-21,S,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.654491,1,0
2007-08-21,S/RESTUANS,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,9,0
2007-08-21,S,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,4,0
2007-08-21,S/RESTUANS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,12,0
2007-08-21,NS,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,1,0
2007-08-21,S,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,3,0
2007-08-21,S/RESTUANS,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,38,0
2007-08-21,S,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,6,0
2007-08-21,S/RESTUANS,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,7,0
2007-08-21,S,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,3,0
2007-08-21,S/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,9,0
2007-08-21,S/RESTUANS,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,48,1
2007-08-21,S,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,12,0
2007-08-21,S,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,50,1
2007-08-21,S,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,3,0
2007-08-21,S/RESTUANS,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,3,0
2007-08-21,S,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,1,1
2007-08-21,S/RESTUANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,2,0
2007-08-21,ANS,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,1,0
2007-08-21,S/RESTUANS,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,11,0
2007-08-21,S,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,14,0
2007-08-21,S/RESTUANS,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,8,0
2007-08-21,S,T009,"9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,45,0
2007-08-21,S/RESTUANS,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,9,0
2007-08-21,S,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,11,1
2007-08-21,S/RESTUANS,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,4,1
2007-08-21,S,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,2,0
2007-08-21,S/RESTUANS,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,5,0
2007-08-21,S,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,2,0
2007-08-21,S/RESTUANS,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,1,0
2007-08-21,S,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,5,0
2007-08-21,NS,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,2,0
2007-08-21,S,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,4,0
2007-08-21,S/RESTUANS,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,1,0
2007-08-21,S,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,4,0
2007-08-21,S/RESTUANS,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,13,0
2007-08-21,S,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,8,1
2007-08-21,S/RESTUANS,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,7,0
2007-08-21,S,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1
2007-08-21,S/RESTUANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,7,0
2007-08-21,S,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,7,1
2007-08-21,ANS,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,1,0
2007-08-21,S/RESTUANS,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,1,0
2007-08-21,S/RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,23,0
2007-08-21,S/RESTUANS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,4,0
2007-08-21,NS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,1,0
2007-08-21,S,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,19,0
2007-08-21,S/RESTUANS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,4,0
2007-08-21,NS,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,1,0
2007-08-21,S,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,8,0
2007-08-21,S/RESTUANS,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,1,0
2007-08-21,S,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,1,0
2007-08-21,S/RESTUANS,T149,"1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,1,0
2007-08-21,S/RESTUANS,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,4,0
2007-08-21,S,T150,"1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,5,0
2007-08-21,S/RESTUANS,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,18,1
2007-08-21,S,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,14,0
2007-08-21,S/RESTUANS,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,5,0
2007-08-21,NS,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,1,0
2007-08-21,S,T152,"2500  S MILLARD AVE, Chicago, IL",41.846075,-87.716277,1,0
2007-08-21,S/RESTUANS,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,27,0
2007-08-21,S,T154,"2100  N LAWLER AVE, Chicago, IL",41.918705,-87.752329,24,0
2007-08-21,S/RESTUANS,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,4,0
2007-08-21,S,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,7,0
2007-08-21,S/RESTUANS,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,7,0
2007-08-21,S,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,5,0
2007-08-21,S,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,1,0
2007-08-21,S/RESTUANS,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,6,0
2007-08-21,S,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,23,1
2007-08-21,S/RESTUANS,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,1,1
2007-08-21,S,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,9,1
2007-08-21,S/RESTUANS,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,6,1
2007-08-21,S,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,5,0
2007-08-21,S/RESTUANS,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,1,0
2007-08-21,S/RESTUANS,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,13,0
2007-08-21,S,T034,"2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,3,0
2007-08-21,S/RESTUANS,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,2,0
2007-08-21,S,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0
2007-08-21,S/RESTUANS,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,11,0
2007-08-21,NS,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,1,0
2007-08-21,S,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,10,0
2007-08-21,S/RESTUANS,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,7,0
2007-08-21,S,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,13,0
2007-08-21,S/RESTUANS,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,2,0
2007-08-21,S/RESTUANS,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,10,0
2007-08-21,S,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,15,0
2007-08-21,S/RESTUANS,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,9,0
2007-08-21,S,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.696293,11,0
2007-08-21,S/RESTUANS,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,4,0
2007-08-21,S,T219,"1800  W LELAND AVE, Chicago, IL",41.966987,-87.674677,1,0
2007-08-21,S/RESTUANS,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,21,0
2007-08-21,S,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,11,0
2007-08-21,S/RESTUANS,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,22,1
2007-08-21,S,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,23,1
2007-08-21,S/RESTUANS,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,2,0
2007-08-21,NS,T018,"1200  W GREENLEAF AVE, Chicago, IL",42.010412,-87.66214,3,0
2007-08-21,S/RESTUANS,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,3,0
2007-08-21,S,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,1,0
2007-08-21,S,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,1,0
2007-08-21,S/RESTUANS,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,4,0
2007-08-21,S,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,7,1
2007-08-21,S/RESTUANS,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,6,0
2007-08-21,S,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,21,0
2007-08-21,S/RESTUANS,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,4,0
2007-08-21,S,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114,-87.776385,4,0
2007-08-21,S/RESTUANS,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,2,0
2007-08-21,S,T017,"6000  W MONTROSE DR, Chicago, IL",41.960616,-87.777189,2,0
2007-08-21,S,T044,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,1,0
2007-08-21,S/RESTUANS,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.962728,-87.748367,6,0
2007-08-21,S/RESTUANS,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,5,0
2007-08-21,NS,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,2,0
2007-08-21,S,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,5,0
2007-08-21,S/RESTUANS,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,4,0
2007-08-21,NS,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,1,0
2007-08-21,S,T036,"4200  W 31ST ST, Chicago, IL",41.837085,-87.729384,5,1
2007-08-21,S/RESTUANS,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,28,1
2007-08-21,S,T039,"1700  N PULASKI RD, Chicago, IL",41.911824,-87.726737,15,0
2007-08-21,S/RESTUANS,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.678378,1,0
2007-08-21,S,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.678378,1,0
2007-08-21,S/RESTUANS,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,13,1
2007-08-21,NS,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,1,0
2007-08-21,S,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,18,1
2007-08-21,ANS,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,1,0
2007-08-21,S/RESTUANS,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,16,0
2007-08-21,NS,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,2,0
2007-08-21,S,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188,35,0
2007-08-21,S/RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,46,0
2007-08-21,S/RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,8,0
2007-08-21,S/RESTUANS,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,50,0
2007-08-21,NS,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,1,0
2007-08-21,S,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,27,1
2007-08-21,S,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,40,1
2007-08-21,S/RESTUANS,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,6,0
2007-08-21,S,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,1,0
2007-08-21,ANS,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,1,0
2007-08-21,S/RESTUANS,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,6,0
2007-08-21,S,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0
2007-08-21,S/RESTUANS,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,3,0
2007-08-21,S,T069,"2200  W 69TH ST, Chicago, IL",41.768388,-87.678649,1,0
2007-08-21,S/RESTUANS,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,13,1
2007-08-21,S,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,10,1
2007-08-21,S/RESTUANS,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.776532,12,0
2007-08-21,S,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.776532,6,0
2007-08-21,S/RESTUANS,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,20,0
2007-08-21,S,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,14,0
2007-08-21,S/RESTUANS,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,19,0
2007-08-21,S,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.666343,14,0
2007-08-21,S/RESTUANS,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,4,0
2007-08-21,S,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,3,0
2007-08-21,ANS,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,1,0
2007-08-21,S/RESTUANS,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,1,0
2007-08-21,S/RESTUANS,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,13,0
2007-08-21,S,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,13,0
2007-08-21,ANS,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,3,0
2007-08-21,S/RESTUANS,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,4,0
2007-08-21,NS,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,1,0
2007-08-21,S,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,7,0
2007-08-21,S/RESTUANS,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,16,1
2007-08-21,S,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.627796,10,0
2007-08-21,S/RESTUANS,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,1
2007-08-21,S,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,12,0
2007-08-21,S/RESTUANS,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,1,0
2007-08-21,S,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,4,0
2007-08-21,S/RESTUANS,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1
2007-08-21,NS,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,1,1
2007-08-21,S,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,3,0
2007-08-21,S/RESTUANS,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0
2007-08-21,S,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,2,0
2007-08-21,S/RESTUANS,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,18,0
2007-08-21,S,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,11,0
2007-08-21,S/RESTUANS,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,3,0
2007-08-21,S,T072,"8000  S KEDZIE AVE, Chicago, IL",41.74785,-87.702716,1,0
2007-08-21,S/RESTUANS,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,1,0
2007-08-21,S,T027,"5800  N PULASKI RD, Chicago, IL",41.984809,-87.728492,3,0
2007-08-21,S/RESTUANS,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,1,0
2007-08-21,S,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,2,0
2007-08-21,S/RESTUANS,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,8,0
2007-08-21,S,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,7,0
2007-08-22,S,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,6,0
2007-08-22,S/RESTUANS,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,3,0
2007-08-22,S/RESTUANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,7,0
2007-08-22,S,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,28,1
2007-08-22,ANS,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,1,0
2007-08-22,S/RESTUANS,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,43,1
2007-08-22,S,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,35,1
2007-08-22,S,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,50,1
2007-08-22,S/RESTUANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,24,1
2007-08-22,S,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,40,1
2007-08-22,ANS,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,7,0
2007-08-22,S/RESTUANS,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,5,0
2007-08-22,S,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,1,0
2007-08-22,S/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,50,1
2007-08-22,S/RESTUANS,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,18,0
2007-08-22,S,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,50,0
2007-08-22,S,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,31,0
2007-08-22,S,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,50,0
2007-08-22,S,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,50,0
2007-08-22,S,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.724608,50,1
2007-08-22,S/RESTUANS,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,7,0
2007-08-22,S,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,2,0
2007-08-22,S/RESTUANS,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,3,0
2007-08-22,S,T162,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.725517,-87.614258,1,0
2007-08-22,S/RESTUANS,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,5,0
2007-08-22,S,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,1,0
2007-08-22,S/RESTUANS,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,9,1
2007-08-22,S,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.688267,9,0
2007-08-22,S/RESTUANS,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,1,0
2007-08-22,S,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.703736,4,0
2007-08-22,S/RESTUANS,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S/RESTUANS,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,11,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,4,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,1
2007-08-22,S,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,50,0
